company_id,row_type,employeesTrend_year,employeesTrend_value
123,employeesTrend,2021,6
123,employeesTrend,2022,
123,employeesTrend,2023,2
123,employeesTrend,2024,1
123,employeesTrend,2025,
123,employeesTrend,,1
124,employeesTrend,2022,2
124,employeesTrend,2023,
124,employeesTrend,2024,10
124,employeesTrend,2025,
124,employeesTrend,,10
125,employeesTrend,2024,35
125,employeesTrend,2025,
125,employeesTrend,,35
126,employeesTrend,2021,6
126,employeesTrend,2022,
126,employeesTrend,2023,
126,employeesTrend,2024,
126,employeesTrend,2025,
126,employeesTrend,,6
127,employeesTrend,2021,3
127,employeesTrend,2022,2
127,employeesTrend,2023,4
127,employeesTrend,2024,
127,employeesTrend,2025,
127,employeesTrend,,4
128,employeesTrend,2018,6
128,employeesTrend,2019,5
128,employeesTrend,2020,4
128,employeesTrend,2021,
128,employeesTrend,2022,6
128,employeesTrend,2023,
128,employeesTrend,2024,
128,employeesTrend,2025,
128,employeesTrend,,6
129,employeesTrend,2018,62
129,employeesTrend,2019,58
129,employeesTrend,2020,60
129,employeesTrend,2021,67
129,employeesTrend,2022,72
129,employeesTrend,2023,74
129,employeesTrend,2024,93
129,employeesTrend,2025,
129,employeesTrend,,93
130,employeesTrend,2024,15
130,employeesTrend,2025,
130,employeesTrend,,15
131,employeesTrend,2016,
131,employeesTrend,2017,
131,employeesTrend,2018,22
131,employeesTrend,2019,24
131,employeesTrend,2020,30
131,employeesTrend,2021,41
131,employeesTrend,2022,61
131,employeesTrend,2023,72
131,employeesTrend,2024,95
131,employeesTrend,2025,
131,employeesTrend,,95
132,employeesTrend,2020,47
132,employeesTrend,2021,44
132,employeesTrend,2022,
132,employeesTrend,2023,18
132,employeesTrend,2024,18
132,employeesTrend,2025,
132,employeesTrend,,18
133,employeesTrend,2021,6
133,employeesTrend,2022,
133,employeesTrend,2023,
133,employeesTrend,2024,
133,employeesTrend,2025,
133,employeesTrend,,6
134,employeesTrend,2023,
134,employeesTrend,2024,18
134,employeesTrend,2025,
134,employeesTrend,,18
135,employeesTrend,2017,
135,employeesTrend,2018,22
135,employeesTrend,2019,33
135,employeesTrend,2020,42
135,employeesTrend,2021,
135,employeesTrend,2022,51
135,employeesTrend,2023,154
135,employeesTrend,2024,152
135,employeesTrend,2025,
135,employeesTrend,,152
136,employeesTrend,2019,4
136,employeesTrend,2020,4
136,employeesTrend,2021,18
136,employeesTrend,2022,35
136,employeesTrend,2023,35
136,employeesTrend,2024,25
136,employeesTrend,2025,
136,employeesTrend,,25
137,employeesTrend,2019,5
137,employeesTrend,2020,7
137,employeesTrend,2021,5
137,employeesTrend,2022,12
137,employeesTrend,2023,16
137,employeesTrend,2024,32
137,employeesTrend,2025,
137,employeesTrend,,32
138,employeesTrend,2023,6
138,employeesTrend,2024,
138,employeesTrend,2025,
138,employeesTrend,,6
139,employeesTrend,2022,10
139,employeesTrend,2023,7
139,employeesTrend,2024,5
139,employeesTrend,2025,
139,employeesTrend,,5
140,employeesTrend,2010,
140,employeesTrend,2011,
140,employeesTrend,2012,
140,employeesTrend,2013,
140,employeesTrend,2014,
140,employeesTrend,2015,
140,employeesTrend,2016,
140,employeesTrend,2017,
140,employeesTrend,2018,
140,employeesTrend,2019,15
140,employeesTrend,2020,15
140,employeesTrend,2021,15
140,employeesTrend,2022,15
140,employeesTrend,2023,15
140,employeesTrend,2024,21
140,employeesTrend,2025,
140,employeesTrend,,21
141,employeesTrend,2018,8
141,employeesTrend,2019,7
141,employeesTrend,2020,18
141,employeesTrend,2021,15
141,employeesTrend,2022,8
141,employeesTrend,2023,5
141,employeesTrend,2024,6
141,employeesTrend,2025,
141,employeesTrend,,6
142,employeesTrend,2005,
142,employeesTrend,2006,
142,employeesTrend,2007,
142,employeesTrend,2008,
142,employeesTrend,2009,
142,employeesTrend,2010,
142,employeesTrend,2011,
142,employeesTrend,2012,
142,employeesTrend,2013,
142,employeesTrend,2014,
142,employeesTrend,2015,
142,employeesTrend,2016,
142,employeesTrend,2017,
142,employeesTrend,2018,78
142,employeesTrend,2019,74
142,employeesTrend,2020,76
142,employeesTrend,2021,64
142,employeesTrend,2022,63
142,employeesTrend,2023,59
142,employeesTrend,2024,54
142,employeesTrend,2025,
142,employeesTrend,,54
143,employeesTrend,2020,6
143,employeesTrend,2021,
143,employeesTrend,2022,
143,employeesTrend,2023,
143,employeesTrend,2024,
143,employeesTrend,2025,
143,employeesTrend,,6
144,employeesTrend,2018,22
144,employeesTrend,2019,23
144,employeesTrend,2020,19
144,employeesTrend,2021,22
144,employeesTrend,2022,21
144,employeesTrend,2023,34
144,employeesTrend,2024,33
144,employeesTrend,2025,
144,employeesTrend,,33
145,employeesTrend,2021,
145,employeesTrend,2022,
145,employeesTrend,2023,
145,employeesTrend,2024,8
145,employeesTrend,2025,
145,employeesTrend,,8
146,employeesTrend,2018,87
146,employeesTrend,2019,78
146,employeesTrend,2020,79
146,employeesTrend,2021,74
146,employeesTrend,2022,68
146,employeesTrend,2023,68
146,employeesTrend,2024,78
146,employeesTrend,2025,
146,employeesTrend,,78
147,employeesTrend,2017,
147,employeesTrend,2018,
147,employeesTrend,2019,274
147,employeesTrend,2020,308
147,employeesTrend,2021,359
147,employeesTrend,2022,
147,employeesTrend,2023,497
147,employeesTrend,2024,575
147,employeesTrend,2025,
147,employeesTrend,,575
148,employeesTrend,2022,6
148,employeesTrend,2023,
148,employeesTrend,2024,
148,employeesTrend,2025,
148,employeesTrend,,6
149,employeesTrend,2024,1
149,employeesTrend,2025,
149,employeesTrend,,1
150,employeesTrend,2018,2
150,employeesTrend,2019,2
150,employeesTrend,2020,2
150,employeesTrend,2021,2
150,employeesTrend,2022,
150,employeesTrend,2023,6
150,employeesTrend,2024,4
150,employeesTrend,2025,
150,employeesTrend,,4
151,employeesTrend,2022,4
151,employeesTrend,2023,63
151,employeesTrend,2024,125
151,employeesTrend,2025,
151,employeesTrend,,125
152,employeesTrend,2016,2
152,employeesTrend,2017,
152,employeesTrend,2018,
152,employeesTrend,2019,6
152,employeesTrend,2020,7
152,employeesTrend,2021,7
152,employeesTrend,2022,
152,employeesTrend,2023,5
152,employeesTrend,2024,5
152,employeesTrend,2025,
152,employeesTrend,,5
153,employeesTrend,2020,22
153,employeesTrend,2021,71
153,employeesTrend,2022,101
153,employeesTrend,2023,129
153,employeesTrend,2024,126
153,employeesTrend,2025,
153,employeesTrend,,126
154,employeesTrend,2015,
154,employeesTrend,2016,
154,employeesTrend,2017,
154,employeesTrend,2018,10
154,employeesTrend,2019,12
154,employeesTrend,2020,13
154,employeesTrend,2021,30
154,employeesTrend,2022,49
154,employeesTrend,2023,68
154,employeesTrend,2024,72
154,employeesTrend,2025,
154,employeesTrend,,72
155,employeesTrend,2013,
155,employeesTrend,2014,
155,employeesTrend,2015,
155,employeesTrend,2016,
155,employeesTrend,2017,
155,employeesTrend,2018,7
155,employeesTrend,2019,7
155,employeesTrend,2020,8
155,employeesTrend,2021,9
155,employeesTrend,2022,11
155,employeesTrend,2023,9
155,employeesTrend,2024,9
155,employeesTrend,2025,
155,employeesTrend,,9
156,employeesTrend,2024,11
156,employeesTrend,2025,
156,employeesTrend,,11
157,employeesTrend,2011,
157,employeesTrend,2012,
157,employeesTrend,2013,
157,employeesTrend,2014,
157,employeesTrend,2015,
157,employeesTrend,2016,
157,employeesTrend,2017,
157,employeesTrend,2018,75
157,employeesTrend,2019,62
157,employeesTrend,2020,57
157,employeesTrend,2021,52
157,employeesTrend,2022,
157,employeesTrend,2023,31
157,employeesTrend,2024,25
157,employeesTrend,2025,
157,employeesTrend,,25
158,employeesTrend,2018,
158,employeesTrend,2019,11
158,employeesTrend,2020,14
158,employeesTrend,2021,
158,employeesTrend,2022,
158,employeesTrend,2023,36
158,employeesTrend,2024,35
158,employeesTrend,2025,
158,employeesTrend,,35
159,employeesTrend,2018,31
159,employeesTrend,2019,30
159,employeesTrend,2020,30
159,employeesTrend,2021,30
159,employeesTrend,2022,351
159,employeesTrend,2023,195
159,employeesTrend,2024,215
159,employeesTrend,2025,
159,employeesTrend,,215
160,employeesTrend,2023,5
160,employeesTrend,2024,
160,employeesTrend,2025,
160,employeesTrend,,5
161,employeesTrend,2019,5
161,employeesTrend,2020,8
161,employeesTrend,2021,7
161,employeesTrend,2022,7
161,employeesTrend,2023,8
161,employeesTrend,2024,11
161,employeesTrend,2025,
161,employeesTrend,,11
162,employeesTrend,2017,
162,employeesTrend,2018,
162,employeesTrend,2019,
162,employeesTrend,2020,
162,employeesTrend,2021,5
162,employeesTrend,2022,5
162,employeesTrend,2023,5
162,employeesTrend,2024,4
162,employeesTrend,2025,
162,employeesTrend,,4
163,employeesTrend,2018,46
163,employeesTrend,2019,55
163,employeesTrend,2020,32
163,employeesTrend,2021,88
163,employeesTrend,2022,126
163,employeesTrend,2023,136
163,employeesTrend,2024,141
163,employeesTrend,2025,
163,employeesTrend,,141
164,employeesTrend,2019,33
164,employeesTrend,2020,29
164,employeesTrend,2021,
164,employeesTrend,2022,
164,employeesTrend,2023,29
164,employeesTrend,2024,24
164,employeesTrend,2025,
164,employeesTrend,,24
165,employeesTrend,2020,5
165,employeesTrend,2021,
165,employeesTrend,2022,
165,employeesTrend,2023,13
165,employeesTrend,2024,15
165,employeesTrend,2025,
165,employeesTrend,,15
166,employeesTrend,2019,2
166,employeesTrend,2020,3
166,employeesTrend,2021,5
166,employeesTrend,2022,7
166,employeesTrend,2023,13
166,employeesTrend,2024,16
166,employeesTrend,2025,
166,employeesTrend,,16
167,employeesTrend,2015,
167,employeesTrend,2016,
167,employeesTrend,2017,
167,employeesTrend,2018,25
167,employeesTrend,2019,35
167,employeesTrend,2020,42
167,employeesTrend,2021,42
167,employeesTrend,2022,42
167,employeesTrend,2023,42
167,employeesTrend,2024,47
167,employeesTrend,2025,
167,employeesTrend,,47
168,employeesTrend,2020,
168,employeesTrend,2021,
168,employeesTrend,2022,6
168,employeesTrend,2023,2
168,employeesTrend,2024,2
168,employeesTrend,2025,
168,employeesTrend,,2
169,employeesTrend,2023,6
169,employeesTrend,2024,3
169,employeesTrend,2025,
169,employeesTrend,,3
170,employeesTrend,2020,1
170,employeesTrend,2021,
170,employeesTrend,2022,1
170,employeesTrend,2023,1
170,employeesTrend,2024,1
170,employeesTrend,2025,
170,employeesTrend,,1
171,employeesTrend,2018,134
171,employeesTrend,2019,145
171,employeesTrend,2020,88
171,employeesTrend,2021,95
171,employeesTrend,2022,102
171,employeesTrend,2023,106
171,employeesTrend,2024,99
171,employeesTrend,2025,
171,employeesTrend,,99
172,employeesTrend,2017,7
172,employeesTrend,2018,7
172,employeesTrend,2019,7
172,employeesTrend,2020,
172,employeesTrend,2021,
172,employeesTrend,2022,
172,employeesTrend,2023,6
172,employeesTrend,2024,7
172,employeesTrend,2025,
172,employeesTrend,,7
173,employeesTrend,2018,13
173,employeesTrend,2019,17
173,employeesTrend,2020,18
173,employeesTrend,2021,17
173,employeesTrend,2022,25
173,employeesTrend,2023,26
173,employeesTrend,2024,31
173,employeesTrend,2025,
173,employeesTrend,,31
174,employeesTrend,2015,50
174,employeesTrend,2016,65
174,employeesTrend,2017,65
174,employeesTrend,2018,63
174,employeesTrend,2019,55
174,employeesTrend,2020,56
174,employeesTrend,2021,57
174,employeesTrend,2022,61
174,employeesTrend,2023,63
174,employeesTrend,2024,56
174,employeesTrend,2025,
174,employeesTrend,,56
175,employeesTrend,2015,
175,employeesTrend,2016,
175,employeesTrend,2017,12
175,employeesTrend,2018,13
175,employeesTrend,2019,12
175,employeesTrend,2020,13
175,employeesTrend,2021,
175,employeesTrend,2022,23
175,employeesTrend,2023,21
175,employeesTrend,2024,19
175,employeesTrend,2025,
175,employeesTrend,,19
176,employeesTrend,2008,
176,employeesTrend,2009,
176,employeesTrend,2010,
176,employeesTrend,2011,
176,employeesTrend,2012,
176,employeesTrend,2013,
176,employeesTrend,2014,
176,employeesTrend,2015,
176,employeesTrend,2016,
176,employeesTrend,2017,
176,employeesTrend,2018,8
176,employeesTrend,2019,11
176,employeesTrend,2020,9
176,employeesTrend,2021,11
176,employeesTrend,2022,11
176,employeesTrend,2023,10
176,employeesTrend,2024,10
176,employeesTrend,2025,
176,employeesTrend,,10
177,employeesTrend,2022,6
177,employeesTrend,2023,1
177,employeesTrend,2024,
177,employeesTrend,2025,
177,employeesTrend,,1
178,employeesTrend,2023,4
178,employeesTrend,2024,
178,employeesTrend,2025,
178,employeesTrend,,4
179,employeesTrend,2022,6
179,employeesTrend,2023,
179,employeesTrend,2024,3
179,employeesTrend,2025,
179,employeesTrend,,3
180,employeesTrend,2020,
180,employeesTrend,2021,2
180,employeesTrend,2022,5
180,employeesTrend,2023,4
180,employeesTrend,2024,5
180,employeesTrend,2025,
180,employeesTrend,,5
181,employeesTrend,2021,
181,employeesTrend,2022,6
181,employeesTrend,2023,
181,employeesTrend,2024,
181,employeesTrend,2025,
181,employeesTrend,,6
182,employeesTrend,2020,1
182,employeesTrend,2021,4
182,employeesTrend,2022,3
182,employeesTrend,2023,3
182,employeesTrend,2024,2
182,employeesTrend,2025,
182,employeesTrend,,2
183,employeesTrend,2022,21
183,employeesTrend,2023,44
183,employeesTrend,2024,63
183,employeesTrend,2025,
183,employeesTrend,,63
184,employeesTrend,2024,33
184,employeesTrend,2025,
184,employeesTrend,,33
185,employeesTrend,2018,9
185,employeesTrend,2019,12
185,employeesTrend,2020,14
185,employeesTrend,2021,
185,employeesTrend,2022,17
185,employeesTrend,2023,23
185,employeesTrend,2024,21
185,employeesTrend,2025,
185,employeesTrend,,21
186,employeesTrend,2017,
186,employeesTrend,2018,18
186,employeesTrend,2019,21
186,employeesTrend,2020,24
186,employeesTrend,2021,
186,employeesTrend,2022,73
186,employeesTrend,2023,82
186,employeesTrend,2024,88
186,employeesTrend,2025,
186,employeesTrend,,88
187,employeesTrend,2013,
187,employeesTrend,2014,
187,employeesTrend,2015,
187,employeesTrend,2016,
187,employeesTrend,2017,
187,employeesTrend,2018,
187,employeesTrend,2019,
187,employeesTrend,2020,17
187,employeesTrend,2021,57
187,employeesTrend,2022,56
187,employeesTrend,2023,33
187,employeesTrend,2024,30
187,employeesTrend,2025,
187,employeesTrend,,30
188,employeesTrend,2020,2
188,employeesTrend,2021,
188,employeesTrend,2022,
188,employeesTrend,2023,
188,employeesTrend,2024,
188,employeesTrend,2025,
188,employeesTrend,,2
189,employeesTrend,2018,2
189,employeesTrend,2019,6
189,employeesTrend,2020,20
189,employeesTrend,2021,17
189,employeesTrend,2022,24
189,employeesTrend,2023,38
189,employeesTrend,2024,26
189,employeesTrend,2025,
189,employeesTrend,,26
190,employeesTrend,2021,4
190,employeesTrend,2022,15
190,employeesTrend,2023,14
190,employeesTrend,2024,11
190,employeesTrend,2025,
190,employeesTrend,,11
191,employeesTrend,2020,25
191,employeesTrend,2021,27
191,employeesTrend,2022,32
191,employeesTrend,2023,35
191,employeesTrend,2024,37
191,employeesTrend,2025,
191,employeesTrend,,37
192,employeesTrend,2024,2
192,employeesTrend,2025,
192,employeesTrend,,2
193,employeesTrend,2014,
193,employeesTrend,2015,
193,employeesTrend,2016,
193,employeesTrend,2017,
193,employeesTrend,2018,
193,employeesTrend,2019,
193,employeesTrend,2020,6
193,employeesTrend,2021,
193,employeesTrend,2022,
193,employeesTrend,2023,14
193,employeesTrend,2024,19
193,employeesTrend,2025,
193,employeesTrend,,19
194,employeesTrend,2019,7
194,employeesTrend,2020,8
194,employeesTrend,2021,
194,employeesTrend,2022,
194,employeesTrend,2023,13
194,employeesTrend,2024,18
194,employeesTrend,2025,
194,employeesTrend,,18
195,employeesTrend,2020,1
195,employeesTrend,2021,5
195,employeesTrend,2022,
195,employeesTrend,2023,4
195,employeesTrend,2024,3
195,employeesTrend,2025,
195,employeesTrend,,3
196,employeesTrend,2020,3
196,employeesTrend,2021,2
196,employeesTrend,2022,6
196,employeesTrend,2023,3
196,employeesTrend,2024,2
196,employeesTrend,2025,
196,employeesTrend,,2
197,employeesTrend,2022,4
197,employeesTrend,2023,4
197,employeesTrend,2024,4
197,employeesTrend,2025,
197,employeesTrend,,4
198,employeesTrend,2018,18
198,employeesTrend,2019,17
198,employeesTrend,2020,18
198,employeesTrend,2021,20
198,employeesTrend,2022,24
198,employeesTrend,2023,19
198,employeesTrend,2024,23
198,employeesTrend,2025,
198,employeesTrend,,23
199,employeesTrend,2018,73
199,employeesTrend,2019,62
199,employeesTrend,2020,66
199,employeesTrend,2021,82
199,employeesTrend,2022,73
199,employeesTrend,2023,68
199,employeesTrend,2024,76
199,employeesTrend,2025,
199,employeesTrend,,76
200,employeesTrend,2018,9
200,employeesTrend,2019,9
200,employeesTrend,2020,10
200,employeesTrend,2021,11
200,employeesTrend,2022,13
200,employeesTrend,2023,14
200,employeesTrend,2024,
200,employeesTrend,2025,
200,employeesTrend,,14
201,employeesTrend,2019,
201,employeesTrend,2020,
201,employeesTrend,2021,10
201,employeesTrend,2022,12
201,employeesTrend,2023,13
201,employeesTrend,2024,12
201,employeesTrend,2025,
201,employeesTrend,,12
202,employeesTrend,2011,
202,employeesTrend,2012,
202,employeesTrend,2013,
202,employeesTrend,2014,
202,employeesTrend,2015,
202,employeesTrend,2016,
202,employeesTrend,2017,
202,employeesTrend,2018,11
202,employeesTrend,2019,15
202,employeesTrend,2020,14
202,employeesTrend,2021,19
202,employeesTrend,2022,27
202,employeesTrend,2023,15
202,employeesTrend,2024,11
202,employeesTrend,2025,
202,employeesTrend,,11
203,employeesTrend,2018,11
203,employeesTrend,2019,16
203,employeesTrend,2020,19
203,employeesTrend,2021,17
203,employeesTrend,2022,12
203,employeesTrend,2023,15
203,employeesTrend,2024,16
203,employeesTrend,2025,
203,employeesTrend,,16
204,employeesTrend,2019,5
204,employeesTrend,2020,
204,employeesTrend,2021,
204,employeesTrend,2022,
204,employeesTrend,2023,7
204,employeesTrend,2024,4
204,employeesTrend,2025,
204,employeesTrend,,4
205,employeesTrend,2019,5
205,employeesTrend,2020,5
205,employeesTrend,2021,5
205,employeesTrend,2022,5
205,employeesTrend,2023,5
205,employeesTrend,2024,
205,employeesTrend,2025,
205,employeesTrend,,5
206,employeesTrend,2022,19
206,employeesTrend,2023,23
206,employeesTrend,2024,24
206,employeesTrend,2025,
206,employeesTrend,,24
207,employeesTrend,2014,
207,employeesTrend,2015,
